VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost
4425,MARTIGNETTI COMPANIES,2984,Diva Platinum Citrus Infused,27.809999465942383,39.9900016784668,750,668,18577.080042724618,418.0,15422.820645980833,13240.41058921814,329.81000792980194,144929.24016594887
7245,PROXIMO SPIRITS INC.       ,8453,1800 Silver Tequila,2.109999895095825,2.7899999618530273,50,8801,18570.10984118462,6562.0,18307.97978767398,8796.869879722595,337.2899988293648,38994.7800655365
4425,MARTIGNETTI COMPANIES,23349,Guigal Cotes du Rhone Rose,9.989999771118164,14.989999771118164,750,1858,18561.420066070557,1895.0,28406.05002593994,10822.779834747314,211.58000153303146,144929.24016594887
17033,SEA BREEZE CELLARS LLC     ,37849,Darioush Cab Svgn,62.060001373291016,89.98999786376953,750,299,18555.93972854614,238.0,22071.619691772463,12334.679718017578,26.499999925494194,549.5499958097935
8892,TRINCHERO FAMILY ESTATES   ,39654,Sutter Home Pnt Grigio Cal,6.75,9.989999771118164,1500,2745,18528.75,2696.0,26933.039443054215,15714.269639968872,602.6299937069416,11595.970090389252
12546,JIM BEAM BRANDS COMPANY    ,8259,Hornitos Platas Silver,1.8200000524520874,2.490000009536743,50,10176,18520.319952774036,4600.0,11453.999915380458,4210.590016126633,237.57999935001135,123880.96989059448
9819,TREASURY WINE ESTATES      ,32652,Beringer Classic Wh Merlot,3.990000009536743,5.989999771118164,750,4641,18517.589713287372,4543.0,28425.569197769197,14697.62946510315,505.4099997729063,14836.570001602173
9165,ULTRA BEVERAGE COMPANY LLP ,27591,Righetti Amarone Valpo Clsc,20.940000534057617,31.989999771118164,750,884,18510.95993156434,910.0,29107.899848785422,20406.61985397339,100.69999951124191,68054.7001876831
3252,E & J GALLO WINERY         ,16175,The Naked Grape Moscato,4.690000057220459,6.989999771118164,750,3946,18506.739827060734,3966.0,25859.339208679245,16438.8394241333,439.7599986344576,61966.90998840332
1392,CONSTELLATION BRANDS INC   ,6214,Taylor Red Port,9.079999923706055,13.989999771118164,3000,2038,18505.039901123015,2020.0,28259.79972076416,17277.649717330933,908.999982714653,79528.99032592773
2000,SOUTHERN WINE & SPIRITS NE ,18423,F Coppola Diamond Red,9.930000305175781,17.989999771118164,750,1862,18489.660359497066,1919.0,29638.809727096595,20156.999702453613,212.4999991506338,19016.589984714985
8664,"STOLI GROUP,(USA) LLC      ",162,Stolichnaya Vanil,18.389999389648438,22.989999771118164,1000,1005,18481.94965026856,973.0,23245.269885177622,14228.039863586426,1021.6499714851379,18544.49001264572
4425,MARTIGNETTI COMPANIES,17330,Sean Minor 4B Pinot Noir,8.960000038146973,16.989999771118164,750,2062,18475.51965827944,1862.0,26796.379816970835,15750.059749603271,206.7999993264675,144929.24016594887
2000,SOUTHERN WINE & SPIRITS NE ,2991,Tullibardine Single Malt,36.4900016784668,49.9900016784668,750,506,18463.940130615236,467.0,23345.330751342786,21545.69072341919,368.67000937461853,19016.589984714985
4425,MARTIGNETTI COMPANIES,33370,Whitehall Lane Cab Svgn Napa,23.020000457763672,36.9900016784668,750,802,18462.039596099854,874.0,33111.26124938966,21826.240966796875,96.7799995392561,144929.24016594887
9165,ULTRA BEVERAGE COMPANY LLP ,5003,Brinley Shipwreck Coconut Cr,0.7799999713897705,0.9900000095367432,50,23666,18459.479910306927,22878.0,22649.21994080544,4908.420047283173,1195.6399851478636,68054.7001876831
1392,CONSTELLATION BRANDS INC   ,38406,Simi Landslide Cab Svgn Alex,15.680000305175781,23.989999771118164,750,1177,18455.360174255373,1233.0,31656.669862899802,18084.949838638306,137.0099996328354,79528.99032592773
10754,PERFECTA WINES             ,14810,Primaterra Prosecco,8.65999984741211,12.989999771118164,750,2131,18454.459832458488,2047.0,25889.5299610901,13231.549760818481,227.7500001192093,28720.519941329956
8892,TRINCHERO FAMILY ESTATES   ,13958,Charles & Charles Red,7.179999828338623,11.989999771118164,750,2570,18452.60056655883,2611.0,30151.88987182621,16150.009679794312,290.5499994456768,11595.970090389252
3960,DIAGEO NORTH AMERICA INC   ,3210,Smirnoff Sourced Pineapple,0.7900000214576721,0.9900000095367432,50,23346,18443.340188224305,22282.0,22059.179961423913,5819.220056056976,1162.0599848516285,257032.06952285767
4425,MARTIGNETTI COMPANIES,17324,Acrobat King Est Rose Pnt Nr,7.940000057220459,11.989999771118164,750,2322,18436.679817733762,2272.0,31785.279915618896,13234.539783477783,253.3400001525879,144929.24016594887
90024,VINILANDIA USA             ,21534,Broadbent Vinho Verde Rose,6.659999847412109,9.989999771118164,750,2767,18428.219690399153,2551.0,26608.48959266664,13163.489713668823,284.00999972224236,2802.6399850845337
653,STATE WINE & SPIRITS   ,19258,The Beach House Chard,6.449999809265137,9.989999771118164,750,2856,18421.20009365082,2875.0,28987.2494104767,17986.199592590332,318.89999909698963,8014.9800016880035
2242,DELICATO VINEYARDS INC     ,18368,Sequin Delicately Pnt Grigio,5.400000095367432,7.989999771118164,750,3411,18419.4005000114,3295.0,26327.04937942508,15420.699558258057,365.83999894559383,7982.649974822998
8673,STE MICHELLE WINE ESTATES  ,16814,H3 Horse Heaven Hills Red Co,8.100000381469727,11.989999771118164,750,2274,18419.399679946924,2151.0,26609.48991302492,13213.3197555542,239.45999942719936,15919.699905395508
3960,DIAGEO NORTH AMERICA INC   ,896,Rumpleminze,18.600000381469727,23.989999771118164,1000,990,18413.999930572518,1007.0,24157.929832916263,15329.609853744507,1057.3499660491943,257032.06952285767
11567,CAMPARI AMERICA            ,5357,Campari Negroni,25.360000610351562,34.9900016784668,1000,726,18411.359592895507,298.0,10427.02033996582,6823.050327301025,312.89998960494995,20964.810007333755
8673,STE MICHELLE WINE ESTATES  ,18375,Antinori Villa Wh,7.889999866485596,11.989999771118164,750,2327,18360.03004182817,2217.0,29022.829872589133,14560.959747314453,246.78999944031239,15919.699905395508
8004,SAZERAC CO INC             ,2157,Canadian Hunter Rye Whiskey,11.020000457763672,14.989999771118164,1750,1665,18348.300368652388,1276.0,16575.23981315612,12275.549783706665,2345.6900391578674,50293.61984348297
9815,WINE GROUP INC             ,25790,Love Noir Pnt Nr,7.889999866485596,11.989999771118164,750,2325,18344.25009834292,1862.0,16781.37980682372,5310.129865646362,208.42999976873398,27100.410036087036
4425,MARTIGNETTI COMPANIES,27142,Starmont Chard Carneros,7.739999771118164,11.989999771118164,750,2370,18343.799654083254,989.0,11858.10999633788,5119.729902267456,110.32999989390373,144929.24016594887
9165,ULTRA BEVERAGE COMPANY LLP ,4040,Clement Select Barrel Rhum,17.979999542236328,24.989999771118164,750,1020,18339.599730071997,1052.0,28296.479802246115,23491.269800186157,829.790019094944,68054.7001876831
8664,"STOLI GROUP,(USA) LLC      ",1188,Stolichnaya 802 Glass Pack,12.220000267028809,16.989999771118164,750,1499,18317.780006370533,1287.0,22139.129841156006,14159.799812316895,1014.0000208616257,18544.49001264572
4425,MARTIGNETTI COMPANIES,33819,Sokol Blosser Evolution Whit,10.800000190734863,15.989999771118164,750,1694,18295.200544166568,1736.0,28087.63977058413,16623.739765167236,192.509999319911,144929.24016594887
516,BANFI PRODUCTS CORP        ,26066,Bell'Agio Rosso Dolce,8.65999984741211,12.989999771118164,750,2112,18289.91996551511,1252.0,11774.47986801147,4012.919906616211,140.05000084638596,8510.41000366211
4692,KOBRAND CORPORATION        ,7266,Fonseca Bin No 27,9.140000343322754,14.989999771118164,750,2000,18280.000062751784,1854.0,28262.459760131864,18580.79972076416,205.5599995404482,9139.379997327924
12546,JIM BEAM BRANDS COMPANY    ,2792,Jim Beam Apple,0.7799999713897705,0.9900000095367432,50,23423,18269.93987103462,24174.0,23932.259903097158,5271.750050783157,1263.0899826958776,123880.96989059448
2000,SOUTHERN WINE & SPIRITS NE ,25587,Geyser Peak Znfdl,5.440000057220459,7.989999771118164,750,3356,18256.639800910943,3344.0,26718.559621810913,9132.569738388062,374.2400000989437,19016.589984714985
4692,KOBRAND CORPORATION        ,23778,M Chiarlo Barbera D'Asti,6.449999809265137,12.989999771118164,750,2828,18240.60015525818,2713.0,30266.869773712173,14290.30970954895,302.2999995648861,9139.379997327924
9552,M S WALKER INC             ,17316,Damilano Lecinquevgne Barolo,20.90999984741211,31.989999771118164,750,871,18212.609915161134,851.0,29230.491120758066,18630.580909729004,94.35999970138073,55551.819732666016
4425,MARTIGNETTI COMPANIES,288,The Bitter Truth Pink Gin,26.309999465942383,34.9900016784668,750,692,18206.520036621107,378.0,11336.21992385864,10256.579921722412,298.31000769138336,144929.24016594887
9165,ULTRA BEVERAGE COMPANY LLP ,7995,Patron Reposado Tequila,4.949999809265137,6.489999771118164,50,3674,18186.30005493165,3209.0,20826.409355087297,13148.7395362854,163.4200003668666,68054.7001876831
4425,MARTIGNETTI COMPANIES,46453,Mason Clrs Svgn Bl Pomelo,7.329999923706055,10.989999771118164,750,2481,18185.729763641317,1922.0,20022.779967651382,5309.079887390137,215.46000032126904,144929.24016594887
9165,ULTRA BEVERAGE COMPANY LLP ,45770,Bonterra Mendocino Org Znfdl,9.449999809265137,13.989999771118164,750,1921,18153.450110626218,1946.0,27377.539827804587,17778.35971069336,215.85999955236912,68054.7001876831
6213,MHW LTD                    ,8623,Casamigos Anejo Tequila,2.3399999141693115,2.990000009536743,50,7749,18132.659729871757,7855.0,23486.450173959773,10874.630034685135,403.87999853119254,9621.58002614975
17035,PERNOD RICARD USA          ,2412,JP Wiser's Rye,15.380000114440918,21.989999771118164,750,1178,18117.639824180606,1314.0,27954.85973350526,20614.269777297974,1036.24002212286,123780.22020339966
4425,MARTIGNETTI COMPANIES,45474,Belle Glos Alturas Pnt Nr,33.54999923706055,49.9900016784668,750,540,18117.00016937256,478.0,25995.22067306519,15802.100486755371,53.00999979674816,144929.24016594887
9165,ULTRA BEVERAGE COMPANY LLP ,2051,Glenrothes Bourbon Cask Rsv,42.630001068115234,54.9900016784668,750,424,18075.11996200562,267.0,13837.330409393307,12137.66039276123,210.64000529050827,68054.7001876831
7153,PINE STATE TRADING CO      ,34850,Bargetto Chaucer's Hney Mead,8.600000381469727,13.989999771118164,750,2101,18068.5997055054,1942.0,26447.579703140273,18810.20968437195,214.69999903440475,15884.819953918457
8352,LUXCO INC                  ,5155,Arrow Brown Creme de Cacao,5.789999961853027,7.989999771118164,750,3120,18064.80040554044,3108.0,24832.91934440614,17530.059497833252,2449.59004765749,10261.599949359894
17035,PERNOD RICARD USA          ,100,Chivas Royal Salute,120.29000091552734,159.99000549316406,750,150,18043.49987487793,124.0,20268.760592651375,16209.010543823242,97.78000223636627,123780.22020339966
9552,M S WALKER INC             ,2080,Four Roses 16 Private Slctn,54.2599983215332,69.98999786376953,750,332,18014.319944152834,268.0,18753.31954071045,14343.949562072754,211.2500046491623,55551.819732666016
653,STATE WINE & SPIRITS   ,20167,Plungerhead Lodi Cab Svgn,8.779999732971191,12.989999771118164,750,2051,18007.77997631073,1764.0,23864.35976692202,15118.859745025635,195.6399996727705,8014.9800016880035
3924,HEAVEN HILL DISTILLERIES   ,3639,Burnetts Peach Vodka,7.139999866485596,11.989999771118164,1750,2521,17999.940102138524,2867.0,28067.32944869995,17715.959587097168,5268.970077753067,14069.870025634766
9819,TREASURY WINE ESTATES      ,35918,Stone Cellars Pnt Grigio,6.489999771118164,10.989999771118164,1500,2773,17996.76962471011,2742.0,30323.579552764906,17572.339641571045,612.0099973976612,14836.570001602173
4425,MARTIGNETTI COMPANIES,34752,Frogs Leap Svgn Bl Napa,14.5600004196167,21.989999771118164,750,1235,17981.60004814147,1099.0,27671.009821472187,18752.549829483032,121.66999945044518,144929.24016594887
8112,MOET HENNESSY USA INC      ,1620,Hennessy Privilege VSOP VAP,35.869998931884766,46.9900016784668,750,501,17970.869601593018,495.0,23284.05035018921,7918.320281982422,389.7800021767616,48347.26006126404
2000,SOUTHERN WINE & SPIRITS NE ,37604,Hardys Chard Ausl,9.260000228881836,19.989999771118164,3000,1940,17964.400266571043,1941.0,29349.589744720466,18395.989725112915,873.4499863982201,19016.589984714985
4425,MARTIGNETTI COMPANIES,16484,Layer Cake Centrl Cst Pnt Nr,10.520000457763672,15.989999771118164,750,1706,17947.119850006096,1686.0,27231.139809417742,17735.029748916626,186.79999943077564,144929.24016594887
3252,E & J GALLO WINERY         ,22362,Barefoot Bubbly Peach Fusion,6.449999809265137,9.989999771118164,750,2780,17931.0001253128,2685.0,26823.149449996963,16303.679626464844,298.0099990516901,61966.90998840332
4425,MARTIGNETTI COMPANIES,25509,Lockwood Pnt Nr,5.329999923706055,7.989999771118164,750,3355,17882.1499885559,3355.0,26806.449613571167,7750.299777984619,376.01000088453293,144929.24016594887
653,STATE WINE & SPIRITS   ,3153,Rye Harbor Vodka,13.229999542236328,17.989999771118164,750,1351,17873.729695587124,1437.0,25851.629721603425,21767.89972305298,1133.5100275278091,8014.9800016880035
8004,SAZERAC CO INC             ,18877,Di Padrino Sweet Vermouth,5.150000095367432,7.989999771118164,1500,3470,17870.499884319262,3367.0,26902.329284744294,18049.409482955933,750.0599935352802,50293.61984348297
4425,MARTIGNETTI COMPANIES,42264,Belle Glos Clark & Telephone,32.66999816894531,49.9900016784668,750,547,17870.4902307129,454.0,24740.460644226077,15167.22046661377,50.36999985575676,144929.24016594887
6215,MOONLIGHT MEADERY          ,15980,Moonlight Meadery Apple Pie,8.720000267028809,12.989999771118164,375,2049,17867.279924659702,1870.0,24291.299717483565,18069.089681625366,108.88999847322702,365.61000096797943
9819,TREASURY WINE ESTATES      ,31203,Beringer Fndrs Est Merlot,5.989999771118164,8.989999771118164,750,2980,17850.199536743126,2973.0,30965.269547958393,18221.46959877014,330.1499994546175,14836.570001602173
4425,MARTIGNETTI COMPANIES,27799,Ch de Sancerre Sancerre,17.40999984741211,26.989999771118164,750,1024,17827.839882354732,911.0,27899.890090332046,16947.450065612793,101.02999973297119,144929.24016594887
12546,JIM BEAM BRANDS COMPANY    ,3638,Pinnacle Whipped,0.75,0.9900000095367432,50,23765,17823.75,14844.0,14695.559970760323,3919.410037755966,773.6499907486141,123880.96989059448
10754,PERFECTA WINES             ,26318,House Wine Cab Svgn,11.609999656677246,21.989999771118164,3000,1535,17821.34985469821,1209.0,21749.90982109073,14409.98981666565,544.049990773201,28720.519941329956
1392,CONSTELLATION BRANDS INC   ,23650,Tom Gore Chardonnay CA,7.989999771118164,12.989999771118164,750,2230,17817.699910964955,1791.0,21827.089987335214,10268.619808197021,199.4400003105402,79528.99032592773
4425,MARTIGNETTI COMPANIES,20699,Fantini Monteplciano D'Abruz,7.940000057220459,11.989999771118164,750,2242,17801.47980766299,2237.0,27395.6297960663,16462.589693069458,248.20999939739704,144929.24016594887
3252,E & J GALLO WINERY         ,31500,Barefoot Wh Znfdl Cal,3.2200000286102295,6.289999961853027,750,5521,17777.61978920933,5302.0,30992.68000965124,16149.309737205505,590.1799997985363,61966.90998840332
11567,CAMPARI AMERICA            ,3386,Skyy Infusions Cranberry,0.75,0.9900000095367432,50,23694,17770.5,22231.0,22008.68998039249,5442.030052423477,1160.459985844791,20964.810007333755
4425,MARTIGNETTI COMPANIES,2444,Clyde May's Alabama Style Wh,22.549999237060547,34.9900016784668,750,788,17769.400239562972,515.0,15459.849881973263,11021.329921722412,406.0700091123581,144929.24016594887
3252,E & J GALLO WINERY         ,27460,Ecco Domani Merlot Venezie,6.53000020980835,9.989999771118164,750,2715,17728.950108394645,2700.0,26972.9994873047,11268.719741821289,300.97000066936016,61966.90998840332
9552,M S WALKER INC             ,8221,Grand Mayan Silver Agave,63.9900016784668,79.98999786376953,750,277,17725.230088806158,284.0,22717.159459533697,20317.45945739746,224.21000546216965,55551.819732666016
9165,ULTRA BEVERAGE COMPANY LLP ,8238,Suerte Blanco Tequila,28.559999465942383,35.9900016784668,750,620,17707.20010864258,218.0,7065.820077590942,6457.010065078735,172.0900039076805,68054.7001876831
8673,STE MICHELLE WINE ESTATES  ,6358,Dom Ste Michelle Brut Cuvee,8.550000190734863,12.989999771118164,750,2071,17707.049846649184,2058.0,27837.41996093752,13320.209775924683,229.34999990463257,15919.699905395508
4425,MARTIGNETTI COMPANIES,24935,T-Vine Grenache Napa,9.930000305175781,14.989999771118164,750,1783,17705.19009399414,1783.0,26727.169883728027,9893.399848937988,199.3100000023842,144929.24016594887
9165,ULTRA BEVERAGE COMPANY LLP ,686,Midnight Moon Cherry,14.949999809265137,18.989999771118164,750,1184,17700.799682426463,1477.0,29525.229670944223,23828.07972717285,1165.2000282406807,68054.7001876831
90024,VINILANDIA USA             ,44734,Casa Liliana Good Pnt Grg,5.440000057220459,10.989999771118164,750,3249,17674.559810657523,3122.0,27656.779422225976,15078.979610443115,347.25999949872494,2802.6399850845337
4425,MARTIGNETTI COMPANIES,41588,Paul Hobbs Cab Svgn Napa,66.66000366210938,99.98999786376953,750,265,17664.89967956543,113.0,12618.86986541748,5279.509895324707,12.600000008940697,144929.24016594887
12546,JIM BEAM BRANDS COMPANY    ,428,Sauza Giro Gold Tequila,6.829999923706055,9.489999771118164,1000,2582,17635.059862213115,2614.0,24806.85964706421,1954.9399528503418,2744.7000391483307,123880.96989059448
12546,JIM BEAM BRANDS COMPANY    ,2156,(RI) 1,26.920000076293945,36.9900016784668,750,655,17632.600327835095,591.0,21519.09094543458,19362.680892944336,466.43001133203506,123880.96989059448
2000,SOUTHERN WINE & SPIRITS NE ,27581,Zenato Valpolicella Clsc,9.989999771118164,14.989999771118164,750,1764,17622.359759292587,1758.0,27495.419920349133,10829.069841384888,196.2000002115965,19016.589984714985
17035,PERNOD RICARD USA          ,3571,Absolut Vanilia,1.4700000286102295,1.9900000095367432,50,11985,17617.94978730201,11393.0,22672.069852113742,9514.190045595169,587.4699954465032,123780.22020339966
12546,JIM BEAM BRANDS COMPANY    ,1261,Jim Beam Kentucky Fire,0.7400000095367432,0.9900000095367432,50,23774,17592.76026199342,23667.0,23430.329937934875,5724.180055141449,1235.4299846477807,123880.96989059448
4425,MARTIGNETTI COMPANIES,21281,Rodney Strong Rsv Alex Vy CS,32.22999954223633,48.9900016784668,750,545,17565.350216064442,503.0,24123.970750732424,18319.19063949585,55.54999974370003,144929.24016594887
7153,PINE STATE TRADING CO      ,6168,Kinky Pink Liqueur,5.920000076293945,7.989999771118164,375,2967,17564.640204544066,3383.0,24732.669324874878,16446.909494400024,1326.8599833846092,15884.819953918457
7240,"PREMIUM PORT WINES, INC.   ",20855,Cockburns Special RSV,8.600000381469727,12.989999771118164,750,2041,17552.5997055054,1966.0,25538.33968833925,18562.709672927856,217.40999917685986,301.2000012397766
4425,MARTIGNETTI COMPANIES,2907,Route 66 Tequila,27.549999237060547,34.9900016784668,375,637,17549.34999923706,485.0,16970.15062423706,10531.990505218506,190.2299968600273,144929.24016594887
9552,M S WALKER INC             ,1156,Old New England Egg Nog,9.279999732971191,12.989999771118164,1750,1889,17529.92000007631,1902.0,24706.97978233338,9534.659832000732,3494.9300132989883,55551.819732666016
8004,SAZERAC CO INC             ,3265,Firefly Sweet Tea Vodka,0.36000001430511475,0.49000000953674316,50,48651,17514.360040974614,48649.0,23838.010076999664,1247.540024280548,2552.479987077415,50293.61984348297
9552,M S WALKER INC             ,36344,Latour Pinot Noir Valmoissin,8.720000267028809,12.989999771118164,750,2008,17509.759920082073,1922.0,25370.7798527527,13980.4297580719,213.65999956429005,55551.819732666016
12546,JIM BEAM BRANDS COMPANY    ,1663,Jim Beam Maple,0.7400000095367432,0.9900000095367432,50,23625,17482.50019088745,23271.0,23038.28994822502,6278.580060482025,1213.149984460324,123880.96989059448
3252,E & J GALLO WINERY         ,8367,Carlo Rossi Rhine Calif,9.930000305175781,14.989999771118164,4000,1760,17476.800368347147,1775.0,26607.249685134906,20131.569692611694,1065.0000361204147,61966.90998840332
9552,M S WALKER INC             ,23974,Catena RSV Chard,11.25,16.989999771118164,750,1552,17460.0,1567.0,26265.329716033953,12621.36982536316,174.43999883532524,55551.819732666016
4425,MARTIGNETTI COMPANIES,22665,Trefethen Cab Svgn,35.560001373291016,52.9900016784668,750,491,17459.96002838134,402.0,21698.980658264165,15492.13048171997,44.39999978244305,144929.24016594887
4425,MARTIGNETTI COMPANIES,31581,Ch Graville Lacoste Graves,11.180000305175781,17.989999771118164,750,1561,17451.98029754638,1461.0,23793.38986076356,14110.33980178833,162.19999945163727,144929.24016594887
4692,KOBRAND CORPORATION        ,7265,Taylor Fladgate LBV Port,10.449999809265137,16.989999771118164,750,1668,17430.60007305145,1573.0,26456.269785156266,18274.16975212097,174.22999954223633,9139.379997327924
4425,MARTIGNETTI COMPANIES,19581,Girard Cab Svgn,15.779999732971191,26.989999771118164,750,1104,17421.120050506604,1123.0,29875.76984001161,18744.949838638306,124.44999945163727,144929.24016594887
9165,ULTRA BEVERAGE COMPANY LLP ,12944,Middle Sister Rebel Red,6.800000190734863,9.989999771118164,750,2561,17414.799843215955,2576.0,27327.239495925933,19251.86958503723,285.01999889314175,68054.7001876831
10754,PERFECTA WINES             ,25650,Long Barn Chardonnay,6.489999771118164,9.989999771118164,750,2682,17406.179676132182,2071.0,22242.28978332523,11821.079750061035,230.4299996495247,28720.519941329956
4425,MARTIGNETTI COMPANIES,24788,Gentleman's Collection Cab S,9.449999809265137,18.989999771118164,750,1837,17359.650107574453,2204.0,33807.95977813724,18488.169729232788,245.01999899744987,144929.24016594887
12546,JIM BEAM BRANDS COMPANY    ,8553,Dekuyper Blue Curacao,5.21999979019165,6.989999771118164,750,3324,17351.27992706296,2969.0,20909.309418411292,11890.10961341858,2338.2200340628624,123880.96989059448
9744,FREDERICK WILDMAN & SONS   ,47009,Torino Don David RSV Malbec,8.4399995803833,15.989999771118164,750,2055,17344.199848594686,2165.0,28912.349850082417,14303.3197555542,241.1099997907877,3999.929975271225
9552,M S WALKER INC             ,23866,Landhaus Mayer Gruner Veltli,8.15999984741211,11.989999771118164,750,2125,17339.99983459472,2023.0,24705.769898376475,12325.949769973755,225.23999993503094,55551.819732666016
3960,DIAGEO NORTH AMERICA INC   ,2219,Crown Royal Vanilla,1.5,1.9900000095367432,50,11556,17334.0,10130.0,20158.699881505956,6065.520029067993,527.189994238317,257032.06952285767
2242,DELICATO VINEYARDS INC     ,23161,Loft Cab Svgn,13.6899995803833,29.989999771118164,3000,1265,17317.849881439175,1223.0,24312.769815368683,19293.319778442383,550.3499882817268,7982.649974822998
12546,JIM BEAM BRANDS COMPANY    ,2037,Jim Beam Honey,0.7300000190734863,0.9900000095367432,50,23706,17305.37993806839,23480.0,23245.19994435311,5748.930055379868,1225.479983408004,123880.96989059448
4425,MARTIGNETTI COMPANIES,25141,The Federalist 1776 Zinfande,10.270000457763672,17.989999771118164,750,1685,17304.949851074212,1441.0,22478.589831619287,14932.46978187561,159.65999947488308,144929.24016594887
480,BACARDI USA INC            ,4092,Bacardi Grapefruit Rum,11.1899995803833,13.989999771118164,750,1546,17299.739889640823,1073.0,11529.269796066283,7770.859836578369,845.7400151491165,89286.26965904236
28776,TALL SHIP DISTILLERY LLC   ,3450,260 Vodka,22.389999389648438,27.989999771118164,750,772,17285.07984741211,348.0,9740.519984664916,5234.129957199097,274.2000035047531,259.9000013396144
9165,ULTRA BEVERAGE COMPANY LLP ,2299,J Seeds Apple Cider Whiskey,0.7900000214576721,0.9900000095367432,50,21871,17278.090224819174,18020.0,17839.799964771257,4508.460043430328,939.989988412708,68054.7001876831
6213,MHW LTD                    ,4527,Camus Grand VSOP Elegance,26.920000076293945,34.9900016784668,750,641,17255.720261840834,632.0,22903.680873718276,16230.540748596191,498.0300104022026,9621.58002614975
9815,WINE GROUP INC             ,15295,Flip Flop Pnt Grigio,3.440000057220459,5.989999771118164,750,5013,17244.71978300098,4954.0,28038.459301681556,12220.48950767517,552.8599996566772,27100.410036087036
3252,E & J GALLO WINERY         ,25710,Edna Valley Paragon Pnt Grig,7.579999923706055,10.989999771118164,750,2273,17229.339972991933,2272.0,17312.779846191406,4501.799880981445,254.6699996292591,61966.90998840332
4425,MARTIGNETTI COMPANIES,23345,Neyers Vyd Chard Carneros,14.279999732971191,31.989999771118164,750,1206,17221.680068321235,1050.0,28625.500003662124,14491.689878463745,116.82000008225441,144929.24016594887
4425,MARTIGNETTI COMPANIES,15528,Cannonball Chard,9.329999923706055,14.989999771118164,750,1845,17213.849958572362,2001.0,30223.989920501717,13461.00979423523,223.2099994570017,144929.24016594887
3960,DIAGEO NORTH AMERICA INC   ,7909,DeLeon Reposado Tequila,42.959999084472656,54.9900016784668,750,400,17184.000345764165,395.0,19236.050591278075,16526.610569000244,311.7000082731247,257032.06952285767
3252,E & J GALLO WINERY         ,39412,Mirassou Merlot Cal,5.880000114440918,8.989999771118164,750,2921,17175.47966693876,2860.0,28571.39940818788,15234.7496509552,318.2099999189377,61966.90998840332
9165,ULTRA BEVERAGE COMPANY LLP ,27111,Masi Amarone Costasera Valp,40.2599983215332,59.9900016784668,750,426,17150.759900665278,395.0,23696.050535736085,16317.280456542969,43.76999992132187,68054.7001876831
90047,CRUSH WINES                ,15092,Anne Amie Pnt Nr,16.440000534057617,29.989999771118164,750,1043,17146.919928894047,1011.0,23639.88988449098,14566.799858093262,112.15999971330166,1457.7299935817719
8664,"STOLI GROUP,(USA) LLC      ",3573,Stoli Elite Vodka,74.20999908447266,99.98999786376953,1750,231,17142.509887695312,199.0,18798.009654235844,14278.4896774292,365.9500048160553,18544.49001264572
12546,JIM BEAM BRANDS COMPANY    ,2173,Canadian Club Rye,15.380000114440918,19.989999771118164,750,1114,17133.319926261895,759.0,13742.409862747187,11237.78985786438,598.5700148940086,123880.96989059448
9165,ULTRA BEVERAGE COMPANY LLP ,32138,Bonterra Merlot Organic Mndc,9.199999809265137,13.989999771118164,750,1860,17112.000120162953,1749.0,24637.50979820252,15958.659740447998,193.95999981462955,68054.7001876831
12546,JIM BEAM BRANDS COMPANY    ,5490,DeKuyper Hot Damn Cinnamon,0.7599999904632568,0.9900000095367432,50,22512,17109.119826240578,20572.0,20366.279994668985,6946.830066919327,1065.7699880115688,123880.96989059448
480,BACARDI USA INC            ,2123,Angel's Envy Rye,57.959999084472656,79.98999786376953,750,295,17098.200124206545,431.0,34475.68926086426,25676.78931427002,339.84000664949417,89286.26965904236
1392,CONSTELLATION BRANDS INC   ,16327,Black Box Merlot,2.609999895095825,3.990000009536743,500,6551,17098.109860115,6432.0,27371.67992544177,14751.45980167389,489.70000322163105,79528.99032592773
10754,PERFECTA WINES             ,43224,Ch Beauchene Cotes du Rhone,9.199999809265137,13.989999771118164,750,1857,17084.400099754326,1808.0,25515.919759674085,16945.989725112915,200.27999947965145,28720.519941329956
12546,JIM BEAM BRANDS COMPANY    ,525,El Tesoro Anejo Gold Tequil,31.0,39.9900016784668,750,551,17081.0,512.0,20918.880723876962,15969.090656280518,403.7700076699257,123880.96989059448
8004,SAZERAC CO INC             ,8581,Stagg Jr Bourbon,36.4900016784668,49.9900016784668,750,468,17077.320050048827,468.0,23395.32041168213,9898.020332336426,368.53000271320343,50293.61984348297
1655,FABRIZIA SPIRITS LLC       ,4411,Fabrizia's Italian Margarita,7.239999771118164,9.989999771118164,750,2358,17071.919700775168,2908.0,29866.919393768312,22052.48950767517,2292.1300500035286,1824.8899965286255
10754,PERFECTA WINES             ,446,St Urbans-Hof Rsl,10.34000015258789,14.989999771118164,750,1650,17061.000126800533,1575.0,24373.249808349625,14957.329778671265,174.7699994891882,28720.519941329956
3960,DIAGEO NORTH AMERICA INC   ,3142,Smirnoff Sourced Cran/Apple,0.7400000095367432,0.9900000095367432,50,23055,17060.70013554572,22314.0,22090.85992984774,4911.390047311783,1166.0199855975807,257032.06952285767
